Timestamp;Name;Position;Rotation;Grabbed
10,35802;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
62,04839;Right Hand Presence Physics;(0.21, 0.61, 5.46);(327.46, 5.64, 6.47)
62,04839;Left Hand Presence Physics;(-0.09, 0.60, 5.45);(325.39, 343.97, 15.02)
62,04839;Rubber Cube;(-0.21, 0.58, 5.60);(0.00, 311.14, 90.00);False
62,04839;Metal Cube;(0.12, 0.53, 5.39);(358.10, 99.58, 261.09);False
62,54911;Right Hand Presence Physics;(0.21, 0.62, 5.42);(324.12, 2.53, 6.53)
62,54911;Left Hand Presence Physics;(-0.08, 0.60, 5.44);(323.40, 344.71, 15.60)
62,54911;Right Hand Presence Physics;(0.21, 0.62, 5.42);(324.12, 2.53, 6.53)
62,54911;Left Hand Presence Physics;(-0.08, 0.60, 5.44);(323.40, 344.71, 15.60)
62,54911;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 311.14, 90.00);False
62,54911;Metal Cube;(0.12, 0.53, 5.39);(358.10, 99.58, 261.09);False
63,05048;Right Hand Presence Physics;(0.22, 0.61, 5.42);(326.14, 1.91, 5.50)
63,05048;Left Hand Presence Physics;(-0.09, 0.60, 5.44);(322.41, 343.59, 17.80)
63,05048;Right Hand Presence Physics;(0.22, 0.61, 5.42);(326.14, 1.91, 5.50)
63,05048;Left Hand Presence Physics;(-0.09, 0.60, 5.44);(322.41, 343.59, 17.80)
63,05048;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 311.14, 90.00);False
63,05048;Metal Cube;(0.18, 0.56, 5.62);(0.00, 99.57, 285.31);False
63,55246;Right Hand Presence Physics;(0.18, 0.60, 5.41);(325.69, 356.38, 10.12)
63,55246;Left Hand Presence Physics;(-0.16, 0.62, 5.45);(325.30, 329.87, 12.30)
63,55246;Right Hand Presence Physics;(0.18, 0.60, 5.41);(325.69, 356.38, 10.12)
63,55246;Left Hand Presence Physics;(-0.16, 0.62, 5.45);(325.30, 329.87, 12.30)
63,55246;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 311.14, 90.00);False
63,55246;Metal Cube;(0.17, 0.55, 5.61);(0.00, 99.76, 270.00);False
63,96978;Rubber Cube;(-0.19, 0.56, 5.62);(359.55, 310.17, 84.53);True
64,05219;Right Hand Presence Physics;(0.17, 0.61, 5.41);(324.55, 354.88, 11.01)
64,05219;Left Hand Presence Physics;(-0.17, 0.60, 5.54);(331.47, 331.02, 0.75)
64,05219;Right Hand Presence Physics;(0.17, 0.61, 5.41);(324.55, 354.88, 11.01)
64,05219;Left Hand Presence Physics;(-0.17, 0.60, 5.54);(331.47, 331.02, 0.75)
64,05219;Rubber Cube;(-0.18, 0.56, 5.61);(358.97, 310.86, 84.21);True
64,05219;Metal Cube;(0.17, 0.55, 5.61);(0.00, 99.76, 270.00);False
64,55363;Right Hand Presence Physics;(0.17, 0.62, 5.40);(321.51, 354.37, 11.27)
64,55363;Left Hand Presence Physics;(-0.13, 0.78, 5.35);(300.82, 276.58, 77.30)
64,55363;Right Hand Presence Physics;(0.17, 0.62, 5.40);(321.51, 354.37, 11.27)
64,55363;Left Hand Presence Physics;(-0.13, 0.78, 5.35);(300.82, 276.58, 77.30)
64,55363;Rubber Cube;(-0.14, 0.82, 5.42);(330.80, 300.08, 137.99);True
64,55363;Metal Cube;(0.17, 0.55, 5.61);(0.00, 99.76, 270.00);False
65,0547;Right Hand Presence Physics;(0.17, 0.61, 5.40);(321.05, 353.43, 12.08)
65,0547;Left Hand Presence Physics;(-0.11, 0.79, 5.29);(309.88, 225.87, 115.15)
65,0547;Right Hand Presence Physics;(0.17, 0.61, 5.40);(321.05, 353.43, 12.08)
65,0547;Left Hand Presence Physics;(-0.11, 0.79, 5.29);(309.88, 225.87, 115.15)
65,0547;Rubber Cube;(-0.14, 0.85, 5.32);(326.17, 267.26, 166.05);True
65,0547;Metal Cube;(0.17, 0.55, 5.61);(0.00, 99.76, 270.00);False
65,18011;Rubber Cube;(-0.15, 0.84, 5.77);(350.15, 299.12, 91.97);False
65,55602;Right Hand Presence Physics;(0.14, 0.61, 5.40);(322.61, 347.41, 13.77)
65,55602;Left Hand Presence Physics;(-0.13, 0.80, 5.61);(311.28, 316.14, 25.71)
65,55602;Right Hand Presence Physics;(0.14, 0.61, 5.40);(322.61, 347.41, 13.77)
65,55602;Left Hand Presence Physics;(-0.13, 0.80, 5.61);(311.28, 316.14, 25.71)
65,55602;Rubber Cube;(-0.13, 0.20, 6.86);(19.60, 246.01, 341.41);False
65,55602;Metal Cube;(0.17, 0.55, 5.61);(0.00, 99.76, 270.00);False
66,05779;Right Hand Presence Physics;(0.18, 0.61, 5.43);(322.02, 0.17, 15.19)
66,05779;Left Hand Presence Physics;(-0.08, 0.65, 5.47);(310.28, 327.52, 36.05)
66,05779;Right Hand Presence Physics;(0.18, 0.61, 5.43);(322.02, 0.17, 15.19)
66,05779;Left Hand Presence Physics;(-0.08, 0.65, 5.47);(310.28, 327.52, 36.05)
66,05779;Rubber Cube;(0.49, 0.08, 7.64);(348.64, 33.15, 207.18);False
66,05779;Metal Cube;(0.17, 0.55, 5.61);(0.00, 99.76, 270.00);False
66,5319;Metal Cube;(0.16, 0.55, 5.61);(0.18, 109.06, 269.99);True
66,55922;Right Hand Presence Physics;(0.18, 0.58, 5.54);(329.13, 5.23, 19.32)
66,55922;Left Hand Presence Physics;(-0.02, 0.59, 5.46);(330.00, 329.78, 80.59)
66,55922;Right Hand Presence Physics;(0.18, 0.58, 5.54);(329.13, 5.23, 19.32)
66,55922;Left Hand Presence Physics;(-0.02, 0.59, 5.46);(330.00, 329.78, 80.59)
66,55922;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
66,55922;Metal Cube;(0.16, 0.55, 5.61);(0.00, 109.08, 269.85);True
67,0608;Right Hand Presence Physics;(0.31, 0.73, 5.27);(294.25, 88.90, 299.09)
67,0608;Left Hand Presence Physics;(-0.02, 0.60, 5.46);(329.48, 329.63, 80.91)
67,0608;Right Hand Presence Physics;(0.31, 0.73, 5.27);(294.25, 88.90, 299.09)
67,0608;Left Hand Presence Physics;(-0.02, 0.60, 5.46);(329.48, 329.63, 80.91)
67,0608;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
67,0608;Metal Cube;(0.31, 0.77, 5.33);(34.53, 109.97, 219.78);True
67,50584;Metal Cube;(0.13, 0.82, 5.76);(359.59, 117.61, 264.90);False
67,56138;Right Hand Presence Physics;(0.14, 0.84, 5.67);(311.52, 21.78, 29.45)
67,56138;Left Hand Presence Physics;(-0.02, 0.60, 5.45);(327.45, 332.02, 78.06)
67,56138;Right Hand Presence Physics;(0.14, 0.84, 5.67);(311.52, 21.78, 29.45)
67,56138;Left Hand Presence Physics;(-0.02, 0.60, 5.45);(327.45, 332.02, 78.06)
67,56138;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
67,56138;Metal Cube;(0.08, 0.83, 5.93);(349.79, 117.40, 273.93);False
68,06271;Right Hand Presence Physics;(0.12, 0.78, 5.54);(311.68, 355.66, 23.61)
68,06271;Left Hand Presence Physics;(-0.03, 0.59, 5.44);(318.97, 335.18, 83.94)
68,06271;Right Hand Presence Physics;(0.12, 0.78, 5.54);(311.68, 355.66, 23.61)
68,06271;Left Hand Presence Physics;(-0.03, 0.59, 5.44);(318.97, 335.18, 83.94)
68,06271;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
68,06271;Metal Cube;(-0.35, 0.06, 7.02);(277.16, 250.63, 180.00);False
68,56369;Right Hand Presence Physics;(0.15, 0.73, 5.47);(309.62, 354.28, 19.79)
68,56369;Left Hand Presence Physics;(-0.01, 0.59, 5.43);(310.01, 349.71, 87.69)
68,56369;Right Hand Presence Physics;(0.15, 0.73, 5.47);(309.62, 354.28, 19.79)
68,56369;Left Hand Presence Physics;(-0.01, 0.59, 5.43);(310.01, 349.71, 87.69)
68,56369;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
68,56369;Metal Cube;(-0.34, 0.05, 7.02);(270.00, 70.63, 0.00);False
69,06496;Right Hand Presence Physics;(0.16, 0.61, 5.49);(326.57, 356.28, 14.23)
69,06496;Left Hand Presence Physics;(-0.01, 0.59, 5.44);(318.64, 339.00, 83.14)
69,06496;Right Hand Presence Physics;(0.16, 0.61, 5.49);(326.57, 356.28, 14.23)
69,06496;Left Hand Presence Physics;(-0.01, 0.59, 5.44);(318.64, 339.00, 83.14)
69,06496;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
69,06496;Metal Cube;(-0.34, 0.05, 7.02);(270.00, 70.63, 0.00);False
69,56653;Right Hand Presence Physics;(0.12, 0.56, 5.49);(330.17, 347.22, 25.40)
69,56653;Left Hand Presence Physics;(-0.04, 0.59, 5.49);(345.64, 334.58, 74.49)
69,56653;Right Hand Presence Physics;(0.12, 0.56, 5.49);(330.17, 347.22, 25.40)
69,56653;Left Hand Presence Physics;(-0.04, 0.59, 5.49);(345.64, 334.58, 74.49)
69,56653;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
69,56653;Metal Cube;(-0.34, 0.05, 7.02);(270.00, 70.63, 0.00);False
70,06833;Right Hand Presence Physics;(0.14, 0.53, 5.38);(310.15, 267.04, 8.67)
70,06833;Left Hand Presence Physics;(-0.01, 0.58, 5.51);(351.79, 344.67, 80.73)
70,06833;Right Hand Presence Physics;(0.14, 0.53, 5.38);(310.15, 267.04, 8.67)
70,06833;Left Hand Presence Physics;(-0.01, 0.58, 5.51);(351.79, 344.67, 80.73)
70,06833;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
70,06833;Metal Cube;(-0.34, 0.05, 7.02);(270.00, 70.63, 0.00);False
70,56956;Right Hand Presence Physics;(0.18, 0.59, 5.50);(343.83, 13.63, 305.68)
70,56956;Left Hand Presence Physics;(-0.02, 0.58, 5.52);(351.79, 341.56, 80.72)
70,56956;Right Hand Presence Physics;(0.18, 0.59, 5.50);(343.83, 13.63, 305.68)
70,56956;Left Hand Presence Physics;(-0.02, 0.58, 5.52);(351.79, 341.56, 80.72)
70,56956;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
70,56956;Metal Cube;(-0.34, 0.05, 7.02);(270.00, 70.63, 0.00);False
71,07121;Right Hand Presence Physics;(0.19, 0.62, 5.44);(321.29, 9.48, 345.64)
71,07121;Left Hand Presence Physics;(-0.01, 0.61, 5.46);(323.22, 351.44, 33.39)
71,07121;Right Hand Presence Physics;(0.19, 0.62, 5.44);(321.29, 9.48, 345.64)
71,07121;Left Hand Presence Physics;(-0.01, 0.61, 5.46);(323.22, 351.44, 33.39)
71,07121;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
71,07121;Metal Cube;(-0.34, 0.05, 7.02);(270.00, 70.63, 0.00);False
71,58046;Right Hand Presence Physics;(0.17, 0.58, 5.45);(327.50, 2.63, 3.45)
71,58046;Left Hand Presence Physics;(0.01, 0.61, 5.46);(322.29, 346.59, 41.77)
71,58046;Right Hand Presence Physics;(0.17, 0.58, 5.45);(327.50, 2.63, 3.45)
71,58046;Left Hand Presence Physics;(0.01, 0.61, 5.46);(322.29, 346.59, 41.77)
71,58046;Rubber Cube;(0.70, 0.05, 7.82);(0.00, 259.36, 0.00);False
71,58046;Metal Cube;(-0.34, 0.05, 7.02);(270.00, 70.63, 0.00);False
