Timestamp;Name;Position;Rotation;Grabbed
8,472081;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
23,2197;Right Hand Presence Physics;(0.08, 0.38, 5.25);(338.42, 359.32, 354.15)
23,2197;Left Hand Presence Physics;(-0.13, 0.36, 5.24);(338.18, 356.33, 7.95)
23,2197;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
23,2197;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
23,72054;Right Hand Presence Physics;(0.13, 0.50, 5.29);(324.17, 7.84, 2.55)
23,72054;Left Hand Presence Physics;(-0.13, 0.37, 5.23);(337.13, 357.31, 8.76)
23,72054;Right Hand Presence Physics;(0.13, 0.50, 5.29);(324.17, 7.84, 2.55)
23,72054;Left Hand Presence Physics;(-0.13, 0.37, 5.23);(337.13, 357.31, 8.76)
23,72054;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
23,72054;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
24,2218;Right Hand Presence Physics;(0.17, 0.58, 5.44);(325.55, 20.63, 10.57)
24,2218;Left Hand Presence Physics;(-0.13, 0.36, 5.23);(339.34, 357.74, 8.16)
24,2218;Right Hand Presence Physics;(0.17, 0.58, 5.44);(325.55, 20.63, 10.57)
24,2218;Left Hand Presence Physics;(-0.13, 0.36, 5.23);(339.34, 357.74, 8.16)
24,2218;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
24,2218;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
24,72277;Right Hand Presence Physics;(0.16, 0.59, 5.47);(328.14, 21.30, 7.26)
24,72277;Left Hand Presence Physics;(-0.13, 0.35, 5.23);(338.93, 357.97, 7.48)
24,72277;Right Hand Presence Physics;(0.16, 0.59, 5.47);(328.14, 21.30, 7.26)
24,72277;Left Hand Presence Physics;(-0.13, 0.35, 5.23);(338.93, 357.97, 7.48)
24,72277;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
24,72277;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
24,79542;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);True
25,22387;Right Hand Presence Physics;(0.16, 0.59, 5.45);(326.67, 20.36, 5.81)
25,22387;Left Hand Presence Physics;(-0.12, 0.35, 5.23);(338.43, 358.70, 7.22)
25,22387;Right Hand Presence Physics;(0.16, 0.59, 5.45);(326.67, 20.36, 5.81)
25,22387;Left Hand Presence Physics;(-0.12, 0.35, 5.23);(338.43, 358.70, 7.22)
25,22387;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
25,22387;Metal Cube;(0.17, 0.55, 5.50);(358.56, 358.90, 359.54);True
25,72496;Right Hand Presence Physics;(0.17, 0.72, 5.42);(315.59, 21.10, 0.49)
25,72496;Left Hand Presence Physics;(-0.12, 0.35, 5.23);(339.02, 359.08, 6.98)
25,72496;Right Hand Presence Physics;(0.17, 0.72, 5.42);(315.59, 21.10, 0.49)
25,72496;Left Hand Presence Physics;(-0.12, 0.35, 5.23);(339.02, 359.08, 6.98)
25,72496;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
25,72496;Metal Cube;(0.17, 0.70, 5.48);(346.49, 355.56, 359.89);True
26,03759;Metal Cube;(0.16, 0.70, 5.51);(351.95, 357.34, 2.80);False
26,22628;Right Hand Presence Physics;(0.15, 0.69, 5.47);(324.84, 18.95, 9.57)
26,22628;Left Hand Presence Physics;(-0.13, 0.35, 5.23);(339.15, 358.36, 7.56)
26,22628;Right Hand Presence Physics;(0.15, 0.69, 5.47);(324.84, 18.95, 9.57)
26,22628;Left Hand Presence Physics;(-0.13, 0.35, 5.23);(339.15, 358.36, 7.56)
26,22628;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
26,22628;Metal Cube;(0.15, 0.55, 5.55);(0.97, 359.00, 0.00);False
26,72771;Right Hand Presence Physics;(0.19, 0.61, 5.52);(341.34, 17.85, 352.78)
26,72771;Left Hand Presence Physics;(-0.13, 0.35, 5.24);(340.28, 358.50, 8.58)
26,72771;Right Hand Presence Physics;(0.19, 0.61, 5.52);(341.34, 17.85, 352.78)
26,72771;Left Hand Presence Physics;(-0.13, 0.35, 5.24);(340.28, 358.50, 8.58)
26,72771;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
26,72771;Metal Cube;(0.15, 0.55, 5.55);(0.00, 359.00, 0.00);False
27,22926;Right Hand Presence Physics;(0.01, 0.61, 5.50);(347.95, 44.83, 55.94)
27,22926;Left Hand Presence Physics;(-0.14, 0.35, 5.23);(340.39, 357.04, 8.16)
27,22926;Right Hand Presence Physics;(0.01, 0.61, 5.50);(347.95, 44.83, 55.94)
27,22926;Left Hand Presence Physics;(-0.14, 0.35, 5.23);(340.39, 357.04, 8.16)
27,22926;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
27,22926;Metal Cube;(0.13, 0.55, 5.55);(0.00, 356.60, 0.00);False
27,73051;Right Hand Presence Physics;(0.01, 0.58, 5.55);(339.81, 351.95, 10.53)
27,73051;Left Hand Presence Physics;(-0.14, 0.34, 5.23);(340.92, 357.36, 9.00)
27,73051;Right Hand Presence Physics;(0.01, 0.58, 5.55);(339.81, 351.95, 10.53)
27,73051;Left Hand Presence Physics;(-0.14, 0.34, 5.23);(340.92, 357.36, 9.00)
27,73051;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
27,73051;Metal Cube;(0.14, 0.55, 5.55);(0.00, 356.48, 0.00);False
28,2319;Right Hand Presence Physics;(0.21, 0.60, 5.42);(338.86, 237.41, 339.77)
28,2319;Left Hand Presence Physics;(-0.15, 0.39, 5.25);(337.19, 355.94, 10.19)
28,2319;Right Hand Presence Physics;(0.21, 0.60, 5.42);(338.86, 237.41, 339.77)
28,2319;Left Hand Presence Physics;(-0.15, 0.39, 5.25);(337.19, 355.94, 10.19)
28,2319;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
28,2319;Metal Cube;(0.23, 0.57, 5.57);(0.00, 326.64, 331.94);False
28,73265;Right Hand Presence Physics;(-0.09, 0.59, 5.56);(344.75, 1.75, 0.80)
28,73265;Left Hand Presence Physics;(-0.15, 0.34, 5.23);(342.84, 357.08, 14.80)
28,73265;Right Hand Presence Physics;(-0.09, 0.59, 5.56);(344.75, 1.75, 0.80)
28,73265;Left Hand Presence Physics;(-0.15, 0.34, 5.23);(342.84, 357.08, 14.80)
28,73265;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.01, 0.00);False
28,73265;Metal Cube;(0.29, 0.55, 5.60);(0.00, 328.94, 270.00);False
29,23363;Right Hand Presence Physics;(-0.40, 0.59, 5.50);(340.90, 336.44, 21.91)
29,23363;Left Hand Presence Physics;(-0.23, 0.30, 5.22);(345.27, 348.88, 22.06)
29,23363;Right Hand Presence Physics;(-0.40, 0.59, 5.50);(340.90, 336.44, 21.91)
29,23363;Left Hand Presence Physics;(-0.23, 0.30, 5.22);(345.27, 348.88, 22.06)
29,23363;Rubber Cube;(-1.83, 0.87, 5.40);(26.83, 349.01, 114.24);False
29,23363;Metal Cube;(0.29, 0.55, 5.60);(0.00, 328.94, 270.00);False
29,73536;Right Hand Presence Physics;(-0.50, 0.55, 5.37);(329.49, 310.24, 41.22)
29,73536;Left Hand Presence Physics;(-0.26, 0.29, 5.22);(346.30, 346.59, 24.22)
29,73536;Right Hand Presence Physics;(-0.50, 0.55, 5.37);(329.49, 310.24, 41.22)
29,73536;Left Hand Presence Physics;(-0.26, 0.29, 5.22);(346.30, 346.59, 24.22)
29,73536;Rubber Cube;(-6.67, 0.18, 4.80);(358.54, 8.93, 14.80);False
29,73536;Metal Cube;(0.29, 0.55, 5.60);(0.00, 328.94, 270.00);False
30,23602;Right Hand Presence Physics;(-0.25, 0.49, 5.32);(339.75, 313.54, 18.00)
30,23602;Left Hand Presence Physics;(-0.21, 0.28, 5.24);(347.41, 352.46, 23.08)
30,23602;Right Hand Presence Physics;(-0.25, 0.49, 5.32);(339.75, 313.54, 18.00)
30,23602;Left Hand Presence Physics;(-0.21, 0.28, 5.24);(347.41, 352.46, 23.08)
30,23602;Rubber Cube;(-8.05, 0.29, 3.70);(11.02, 280.96, 307.09);False
30,23602;Metal Cube;(0.29, 0.55, 5.60);(0.00, 328.94, 270.00);False
30,73751;Right Hand Presence Physics;(0.12, 0.44, 5.29);(338.15, 8.74, 355.33)
30,73751;Left Hand Presence Physics;(-0.07, 0.32, 5.27);(343.89, 8.27, 21.22)
30,73751;Right Hand Presence Physics;(0.12, 0.44, 5.29);(338.15, 8.74, 355.33)
30,73751;Left Hand Presence Physics;(-0.07, 0.32, 5.27);(343.89, 8.27, 21.22)
30,73751;Rubber Cube;(-8.72, 0.11, 3.11);(342.75, 292.72, 250.89);False
30,73751;Metal Cube;(0.29, 0.55, 5.60);(0.00, 328.94, 270.00);False
31,23959;Right Hand Presence Physics;(0.12, 0.34, 5.28);(348.83, 6.50, 351.09)
31,23959;Left Hand Presence Physics;(-0.04, 0.30, 5.27);(348.91, 12.25, 24.01)
31,23959;Right Hand Presence Physics;(0.12, 0.34, 5.28);(348.83, 6.50, 351.09)
31,23959;Left Hand Presence Physics;(-0.04, 0.30, 5.27);(348.91, 12.25, 24.01)
31,23959;Rubber Cube;(-8.83, 0.05, 2.98);(0.00, 316.19, 0.00);False
31,23959;Metal Cube;(0.29, 0.55, 5.60);(0.00, 328.94, 270.00);False
31,74051;Right Hand Presence Physics;(0.08, 0.28, 5.28);(357.28, 355.00, 336.57)
31,74051;Left Hand Presence Physics;(-0.05, 0.26, 5.30);(359.17, 17.29, 43.56)
31,74051;Right Hand Presence Physics;(0.08, 0.28, 5.28);(357.28, 355.00, 336.57)
31,74051;Left Hand Presence Physics;(-0.05, 0.26, 5.30);(359.17, 17.29, 43.56)
31,74051;Rubber Cube;(-8.83, 0.05, 2.98);(0.00, 316.19, 0.00);False
31,74051;Metal Cube;(0.29, 0.55, 5.60);(0.00, 328.94, 270.00);False
